bar_id,drinker_id,start_date,mon_early_avg_sales,mon_late_avg_sales,tues_early_avg_sales,tues_late_avg_sales,wed_early_avg_sales,wed_late_avg_sales,thurs_early_avg_sales,thurs_late_avg_sales,fri_early_avg_sales,fri_late_avg_sales,sat_early_avg_sales,sat_late_avg_sales,sun_early_avg_sales,sun_late_avg_sales
28,7486,2017-2-10,\N,\N,\N,\N,\N,403,\N,\N,\N,\N,257,\N,\N,\N,
28,8342,2013-9-30,\N,\N,\N,\N,416,206,\N,\N,\N,\N,\N,\N,\N,\N,
29,1818,2014-12-3,\N,\N,\N,\N,\N,344,196,\N,183,\N,\N,\N,\N,334,
29,2185,2014-3-20,\N,\N,442,\N,\N,\N,\N,\N,\N,284,191,\N,\N,\N,
29,4004,2013-2-25,\N,\N,439,\N,\N,\N,\N,\N,\N,197,\N,\N,\N,332,
29,9233,2016-5-24,\N,\N,\N,\N,378,\N,229,272,248,\N,\N,\N,405,258,
29,8133,2015-3-4,\N,\N,\N,\N,\N,\N,309,\N,\N,\N,\N,311,\N,\N,
29,6907,2016-6-21,\N,\N,\N,\N,\N,\N,355,\N,259,\N,\N,\N,375,\N,
29,3655,2013-6-20,\N,\N,\N,\N,214,\N,203,250,186,\N,\N,\N,358,286,
29,7000,2017-9-8,\N,\N,\N,296,\N,403,\N,\N,270,353,269,\N,\N,269,
29,3267,2015-11-17,\N,\N,377,\N,228,\N,\N,\N,\N,306,264,\N,392,275,
29,3985,2014-9-3,\N,277,\N,\N,\N,422,\N,\N,\N,258,316,\N,399,244,
29,6292,2017-7-26,\N,\N,182,269,\N,\N,\N,\N,\N,271,\N,\N,\N,194,
29,5410,2015-6-10,\N,210,278,\N,\N,\N,158,\N,257,\N,216,\N,\N,267,
30,6389,2016-7-24,\N,\N,210,235,362,\N,\N,\N,\N,258,\N,\N,380,242,
30,1115,2014-1-13,\N,\N,418,236,\N,\N,\N,277,\N,\N,\N,\N,\N,259,
30,1886,2017-8-16,\N,\N,190,311,\N,\N,\N,\N,285,207,\N,\N,\N,285,
30,2565,2016-11-13,\N,\N,200,\N,\N,\N,\N,\N,254,\N,\N,\N,368,297,
30,1751,2012-12-19,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,277,\N,\N,318,
30,3405,2016-6-24,\N,\N,180,\N,\N,198,\N,\N,\N,195,\N,217,\N,\N,
30,651,2013-11-9,\N,\N,\N,\N,393,\N,202,\N,278,\N,285,\N,\N,\N,
30,8121,2013-10-14,\N,\N,\N,310,\N,\N,\N,\N,\N,\N,298,\N,371,237,
30,6954,2014-3-31,\N,\N,436,307,\N,218,\N,227,\N,275,\N,\N,398,\N,
31,7386,2014-3-11,\N,\N,316,\N,\N,\N,189,280,\N,\N,\N,\N,\N,\N,
31,3413,2015-4-28,\N,\N,\N,257,\N,197,\N,189,\N,276,\N,181,\N,257,
31,4920,2015-9-9,\N,\N,191,\N,\N,\N,\N,\N,294,\N,327,\N,\N,200,
31,6414,2013-10-19,\N,\N,\N,330,\N,175,\N,\N,\N,287,\N,283,389,230,
31,2333,2017-7-24,\N,\N,216,\N,\N,428,\N,\N,\N,\N,\N,\N,\N,226,
31,8515,2015-8-27,\N,\N,\N,\N,\N,\N,\N,210,\N,254,\N,193,\N,\N,
32,1275,2013-9-23,\N,\N,214,\N,\N,\N,\N,\N,\N,\N,349,\N,\N,249,
32,9153,2015-1-3,\N,\N,\N,\N,\N,\N,\N,\N,248,284,\N,\N,\N,\N,
32,6382,2016-8-28,\N,221,\N,\N,211,\N,\N,\N,225,\N,295,\N,\N,234,
32,9948,2014-1-2,\N,\N,322,\N,\N,\N,\N,\N,\N,\N,305,267,376,273,
32,692,2013-5-5,\N,\N,\N,295,\N,202,\N,210,\N,355,231,\N,\N,182,
32,6793,2015-8-30,\N,189,\N,\N,\N,\N,\N,255,\N,284,\N,\N,372,248,
32,3438,2016-12-13,\N,\N,\N,349,\N,\N,\N,\N,238,195,\N,\N,\N,\N,
33,704,2017-7-29,\N,\N,211,\N,\N,\N,\N,244,\N,\N,\N,\N,\N,\N,
33,8039,2015-1-19,\N,\N,\N,286,\N,410,\N,233,\N,\N,\N,\N,\N,254,
33,2990,2013-7-31,\N,358,\N,\N,393,\N,210,\N,166,\N,331,\N,\N,324,
33,2508,2016-1-20,\N,\N,\N,276,\N,\N,311,\N,\N,\N,\N,\N,\N,\N,
33,1987,2014-4-14,\N,363,\N,\N,\N,\N,176,249,226,\N,\N,\N,\N,\N,
33,9379,2016-5-26,\N,\N,\N,300,\N,\N,\N,\N,\N,\N,\N,\N,323,327,
34,2941,2015-6-10,\N,\N,314,\N,192,\N,\N,288,196,\N,\N,\N,372,268,
34,9642,2017-5-18,269,\N,\N,\N,\N,\N,201,242,\N,268,\N,\N,\N,224,
34,9848,2015-6-13,214,190,326,\N,\N,\N,163,\N,189,\N,\N,\N,\N,327,
34,2268,2016-8-15,\N,361,342,\N,218,\N,\N,296,283,\N,\N,\N,\N,278,
34,3459,2013-2-25,\N,\N,288,\N,\N,372,236,\N,\N,\N,\N,\N,\N,\N,
34,2760,2013-5-3,\N,\N,\N,\N,\N,\N,\N,295,\N,218,\N,\N,\N,\N,
34,4651,2016-12-2,\N,\N,\N,252,\N,\N,\N,\N,\N,\N,\N,\N,\N,243,
34,5073,2012-12-15,\N,\N,313,\N,\N,\N,\N,\N,\N,\N,281,\N,\N,263,
34,7475,2014-12-16,\N,\N,366,\N,\N,\N,\N,282,\N,\N,\N,\N,\N,\N,
34,9279,2013-5-25,\N,240,\N,\N,310,\N,218,\N,\N,\N,239,\N,\N,312,
34,3975,2015-8-7,\N,\N,\N,\N,\N,206,354,\N,233,\N,\N,\N,\N,221,
35,9997,2015-3-23,\N,\N,\N,282,\N,166,\N,190,\N,\N,\N,254,\N,282,
35,1304,2013-3-27,\N,311,\N,\N,\N,220,\N,\N,\N,207,\N,248,\N,224,
35,5713,2017-7-1,\N,\N,410,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,282,
35,960,2017-4-11,\N,\N,\N,319,\N,345,\N,\N,280,203,307,\N,\N,240,
35,8945,2015-10-1,\N,\N,178,296,\N,\N,\N,223,\N,215,\N,270,\N,256,
35,6053,2013-7-26,248,\N,324,\N,\N,236,\N,230,\N,\N,\N,\N,\N,243,
35,1715,2013-5-1,249,\N,\N,\N,\N,158,\N,151,\N,\N,\N,272,\N,303,
35,7531,2014-9-22,\N,\N,197,\N,\N,415,223,\N,262,\N,\N,\N,\N,274,
35,5004,2014-2-8,\N,431,\N,\N,182,\N,\N,233,305,\N,255,\N,\N,247,
36,1736,2016-9-23,\N,\N,192,\N,\N,\N,\N,\N,242,\N,\N,\N,\N,\N,
36,8255,2015-11-18,\N,\N,\N,341,\N,389,\N,\N,244,\N,\N,\N,420,282,
36,3759,2015-1-21,\N,\N,174,\N,\N,191,\N,\N,\N,\N,\N,\N,381,313,
36,181,2013-5-25,\N,419,\N,\N,\N,\N,201,\N,215,\N,\N,\N,376,\N,
36,9357,2017-10-9,\N,\N,\N,\N,\N,182,\N,193,\N,192,\N,265,\N,\N,
36,4426,2017-1-13,\N,\N,387,\N,215,\N,\N,179,235,329,\N,\N,\N,224,
36,6911,2014-2-10,\N,398,\N,\N,\N,\N,191,\N,\N,\N,\N,\N,393,241,
36,2899,2016-1-18,\N,\N,189,288,\N,\N,\N,195,\N,\N,\N,\N,\N,293,
36,9018,2014-6-1,\N,\N,\N,\N,\N,\N,155,\N,\N,\N,\N,\N,426,\N,
36,6828,2013-7-22,\N,\N,\N,\N,\N,\N,\N,257,\N,\N,263,\N,380,299,
36,5875,2017-5-11,248,\N,\N,\N,\N,\N,\N,\N,284,\N,\N,\N,\N,258,
36,1844,2013-3-19,\N,\N,395,\N,160,368,\N,\N,260,352,\N,\N,\N,222,
37,2771,2014-11-4,\N,\N,\N,\N,403,212,280,239,171,\N,\N,\N,\N,221,
37,2164,2015-1-16,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267,363,316,
37,6823,2016-1-10,\N,\N,\N,\N,\N,\N,221,270,\N,\N,264,\N,\N,\N,
37,6681,2016-8-9,\N,\N,206,241,\N,224,\N,\N,259,226,\N,\N,\N,298,
37,1096,2017-10-24,\N,\N,313,299,\N,\N,\N,\N,\N,200,\N,\N,\N,\N,
37,6322,2013-3-21,\N,186,\N,\N,323,178,\N,\N,272,\N,\N,\N,347,350,
37,4229,2016-11-8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,241,\N,235,
37,7758,2017-6-20,\N,\N,\N,\N,177,\N,\N,\N,236,302,204,\N,\N,267,
38,8478,2014-4-15,291,431,\N,\N,349,206,\N,\N,\N,\N,267,\N,\N,272,
38,2887,2017-1-16,\N,\N,\N,\N,\N,422,\N,\N,\N,\N,\N,\N,373,244,
38,81,2012-11-27,\N,186,\N,\N,\N,\N,\N,278,164,\N,\N,\N,358,286,
38,7235,2016-11-9,\N,\N,205,\N,448,\N,\N,215,\N,277,223,\N,\N,250,
38,2586,2014-11-13,\N,\N,217,294,\N,182,\N,\N,\N,271,301,\N,\N,275,
38,3669,2013-8-14,\N,\N,170,\N,\N,418,184,\N,\N,367,\N,\N,391,182,
38,5719,2014-5-28,\N,\N,344,\N,\N,\N,\N,263,\N,\N,\N,\N,\N,\N,
38,1055,2017-3-22,\N,\N,\N,\N,\N,434,\N,297,167,288,\N,\N,\N,247,
38,2001,2015-6-27,\N,\N,416,\N,226,207,\N,\N,\N,184,\N,\N,\N,238,
38,4067,2017-6-24,\N,\N,\N,\N,\N,\N,\N,248,305,363,241,\N,415,242,
38,2300,2014-2-21,\N,\N,\N,\N,357,\N,\N,\N,220,\N,\N,\N,\N,\N,
38,6837,2014-10-11,\N,\N,199,297,\N,356,\N,\N,276,176,\N,\N,\N,256,
38,8156,2014-3-13,\N,\N,\N,\N,\N,\N,\N,\N,192,\N,243,\N,357,261,
38,9711,2014-6-8,\N,\N,\N,268,\N,\N,432,\N,\N,\N,\N,\N,346,\N,
38,5125,2016-12-24,\N,264,\N,\N,\N,385,\N,\N,\N,252,\N,\N,418,272,
39,7179,2013-8-17,\N,410,349,\N,215,\N,\N,253,\N,\N,300,\N,\N,257,
39,1083,2016-9-4,\N,\N,\N,\N,397,237,\N,\N,\N,195,\N,\N,\N,\N,
39,3530,2016-1-26,246,\N,\N,\N,\N,\N,\N,228,\N,\N,\N,217,356,274,
39,7755,2016-2-27,\N,332,\N,282,\N,422,\N,\N,\N,255,190,\N,\N,304,
39,3783,2014-7-23,\N,\N,\N,\N,\N,\N,164,\N,255,315,184,\N,\N,261,
39,3578,2016-10-16,\N,\N,\N,\N,\N,209,\N,320,\N,\N,\N,\N,\N,\N,
39,267,2016-12-10,\N,\N,\N,\N,\N,425,208,\N,\N,\N,\N,\N,380,\N,
39,5360,2014-11-29,\N,\N,\N,\N,\N,\N,\N,196,\N,252,\N,\N,\N,\N,
39,4830,2015-8-19,\N,\N,\N,\N,196,\N,\N,210,252,\N,308,\N,287,222,
39,6190,2017-5-11,\N,\N,193,283,\N,\N,\N,200,\N,218,\N,\N,\N,255,
39,2155,2013-3-12,\N,\N,\N,330,\N,504,\N,\N,\N,\N,259,\N,393,255,
39,3865,2017-3-4,\N,\N,395,\N,\N,\N,\N,286,\N,\N,\N,\N,\N,307,
39,8332,2016-9-29,\N,384,\N,\N,\N,\N,\N,\N,281,\N,179,\N,\N,324,
40,2425,2013-5-25,\N,\N,285,\N,358,240,\N,223,\N,\N,265,\N,\N,259,
40,5464,2013-2-23,267,\N,369,\N,206,\N,\N,191,\N,186,\N,\N,\N,264,
40,7894,2014-5-20,\N,203,305,409,\N,\N,189,\N,\N,\N,239,\N,\N,229,
40,9078,2014-6-28,\N,437,325,\N,220,367,\N,\N,232,\N,\N,\N,\N,303,
40,5142,2015-4-10,\N,\N,\N,\N,\N,\N,\N,168,242,239,265,\N,358,294,
40,8325,2017-1-5,\N,\N,\N,\N,332,164,\N,276,\N,\N,247,\N,\N,244,
40,713,2016-6-12,\N,\N,\N,286,\N,181,\N,\N,\N,\N,\N,295,\N,\N,
40,411,2015-8-28,\N,\N,\N,\N,\N,346,184,\N,\N,198,\N,\N,\N,297,
40,9401,2017-9-3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,296,303,\N,\N,
41,7718,2013-9-19,\N,\N,225,\N,\N,176,\N,\N,\N,\N,\N,\N,\N,\N,
41,3027,2016-6-10,\N,\N,180,\N,\N,219,\N,\N,267,\N,\N,\N,\N,\N,
41,2531,2016-1-22,\N,\N,415,315,\N,214,\N,\N,\N,\N,\N,\N,\N,257,
41,9774,2013-8-4,\N,\N,235,\N,\N,\N,\N,210,\N,177,271,\N,\N,252,
41,5971,2013-3-11,\N,\N,357,\N,\N,\N,438,\N,\N,256,\N,\N,\N,\N,
41,4168,2014-1-2,\N,\N,215,\N,\N,\N,\N,\N,251,194,285,\N,\N,311,
41,2867,2017-9-5,\N,137,\N,\N,436,\N,\N,281,237,\N,280,\N,\N,353,
41,5271,2013-7-13,\N,\N,190,\N,\N,\N,\N,234,\N,276,278,\N,412,254,
41,7533,2015-8-3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,232,\N,424,\N,
41,7519,2014-6-10,\N,194,\N,\N,427,\N,\N,\N,183,\N,250,\N,\N,285,
41,6027,2013-12-5,\N,\N,398,\N,\N,228,\N,228,260,\N,\N,\N,\N,237,
41,1594,2016-8-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,277,270,\N,\N,292,
41,7273,2016-11-17,\N,242,395,\N,\N,198,\N,\N,\N,247,309,\N,\N,181,
41,4896,2016-5-12,\N,\N,196,\N,\N,\N,\N,\N,236,\N,\N,248,424,256,
42,9914,2016-1-9,231,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,250,
42,1496,2012-12-23,\N,\N,400,\N,\N,405,\N,214,\N,\N,\N,267,\N,284,
42,1553,2014-1-7,\N,403,\N,\N,\N,\N,\N,\N,313,273,\N,224,\N,\N,
42,2346,2017-4-9,\N,\N,181,\N,\N,167,\N,190,\N,\N,\N,\N,\N,220,
42,2161,2016-12-5,\N,\N,184,\N,\N,197,\N,\N,265,270,342,\N,\N,\N,
42,1391,2013-9-24,\N,406,\N,\N,\N,\N,288,\N,\N,\N,245,\N,379,262,
42,8111,2014-6-13,\N,\N,\N,\N,173,\N,227,\N,\N,\N,\N,\N,\N,\N,
42,6376,2014-1-7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268,\N,351,311,
42,1984,2014-2-8,\N,\N,\N,\N,\N,\N,\N,260,\N,\N,280,\N,406,\N,
42,9245,2017-1-1,\N,\N,\N,\N,\N,\N,\N,254,194,\N,264,\N,401,248,
42,1684,2013-3-29,\N,\N,\N,\N,\N,\N,218,\N,\N,\N,\N,\N,\N,270,
42,5711,2017-9-12,\N,\N,\N,\N,399,211,165,\N,\N,\N,\N,\N,409,\N,
42,788,2016-3-26,\N,\N,333,\N,351,194,208,\N,\N,\N,\N,\N,\N,\N,
42,6439,2016-7-23,\N,\N,355,\N,243,192,\N,\N,\N,177,\N,\N,360,343,
43,2528,2014-5-31,\N,\N,491,314,\N,\N,\N,\N,\N,\N,283,\N,\N,248,
43,1341,2016-12-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,284,\N,\N,282,
43,4181,2016-4-22,\N,\N,214,300,\N,\N,\N,\N,230,\N,\N,\N,382,235,
43,9421,2014-10-30,208,\N,\N,239,\N,\N,\N,199,\N,\N,\N,\N,\N,308,
43,1954,2013-1-10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,375,278,
43,689,2013-10-26,\N,424,\N,\N,177,401,189,\N,\N,\N,\N,\N,337,352,
43,4662,2013-3-28,\N,\N,\N,\N,\N,199,\N,241,\N,\N,\N,\N,\N,\N,
43,1299,2016-10-3,\N,\N,347,\N,\N,385,\N,\N,\N,\N,296,\N,\N,282,
43,2471,2015-3-23,\N,\N,\N,\N,\N,240,388,\N,268,\N,\N,\N,408,300,
43,8347,2014-1-28,\N,\N,\N,\N,\N,415,\N,\N,213,\N,\N,\N,\N,257,
43,1411,2015-2-27,284,\N,\N,\N,418,\N,172,\N,272,\N,\N,\N,365,375,
43,7940,2013-5-14,\N,341,\N,\N,\N,\N,\N,\N,\N,288,182,\N,\N,\N,
44,7648,2017-2-7,\N,\N,177,\N,\N,\N,399,\N,\N,\N,\N,\N,\N,249,
44,7403,2013-4-30,\N,\N,\N,\N,\N,428,\N,\N,\N,266,371,\N,431,\N,
44,2421,2015-8-9,\N,408,\N,\N,357,\N,220,\N,\N,\N,246,\N,\N,261,
44,797,2015-10-27,\N,200,\N,\N,\N,\N,\N,262,\N,\N,249,\N,\N,255,
44,2530,2017-1-23,\N,274,\N,342,\N,\N,\N,209,\N,224,\N,242,\N,317,
44,5043,2016-3-12,\N,\N,330,\N,\N,\N,223,\N,\N,\N,277,\N,369,262,
44,9854,2014-10-31,\N,\N,424,300,\N,\N,351,\N,\N,202,\N,\N,\N,\N,
44,2408,2015-2-3,\N,\N,\N,\N,\N,196,469,\N,265,264,\N,\N,404,183,
44,6360,2016-2-19,293,\N,\N,\N,171,\N,216,\N,\N,\N,\N,\N,\N,316,
44,2323,2014-8-1,\N,\N,294,225,191,405,\N,\N,\N,\N,\N,\N,\N,261,
44,9404,2014-6-24,\N,\N,\N,290,\N,409,\N,\N,240,286,\N,\N,402,262,
44,8677,2013-9-11,\N,\N,210,\N,\N,\N,\N,\N,\N,\N,\N,\N,418,\N,
45,5367,2016-2-2,\N,308,\N,212,404,\N,185,\N,320,\N,\N,\N,\N,283,
45,1329,2015-11-12,\N,\N,176,\N,\N,\N,\N,236,\N,\N,\N,\N,\N,\N,
45,1586,2014-10-4,\N,\N,212,\N,308,\N,\N,\N,\N,\N,\N,\N,\N,263,
45,16,2015-6-21,\N,\N,\N,408,\N,193,\N,276,\N,356,273,\N,\N,216,
45,1245,2014-12-18,\N,368,322,\N,\N,\N,175,265,177,\N,\N,\N,\N,299,
45,7174,2013-5-17,\N,\N,201,\N,\N,350,\N,\N,\N,\N,307,\N,\N,267,
46,9690,2015-6-10,\N,\N,\N,\N,\N,\N,\N,222,265,\N,\N,\N,358,271,
46,6598,2016-7-16,\N,\N,372,\N,184,165,\N,195,\N,\N,\N,230,\N,277,
46,8417,2014-3-15,\N,\N,\N,\N,\N,189,\N,\N,\N,211,\N,300,478,\N,
46,7161,2014-4-21,\N,\N,193,\N,370,364,\N,\N,277,\N,\N,\N,328,269,
46,5178,2014-6-14,\N,\N,\N,\N,\N,\N,386,\N,\N,318,297,\N,\N,\N,
46,3113,2012-11-17,\N,\N,201,\N,\N,405,\N,206,\N,320,\N,\N,454,286,
46,9474,2016-10-20,\N,\N,195,\N,\N,\N,\N,195,\N,311,\N,\N,\N,202,
46,8272,2015-9-6,\N,\N,185,\N,\N,\N,\N,214,\N,173,\N,\N,\N,\N,
46,993,2013-5-13,\N,375,\N,215,\N,\N,\N,253,\N,\N,\N,\N,350,241,
46,7752,2013-12-10,\N,\N,\N,\N,190,\N,\N,282,\N,261,265,\N,\N,\N,
46,1717,2013-7-15,\N,\N,292,\N,\N,\N,\N,\N,\N,\N,262,\N,\N,260,
46,3608,2016-7-20,\N,\N,309,\N,\N,\N,\N,242,\N,\N,\N,\N,\N,\N,
46,7426,2017-5-22,\N,\N,203,\N,\N,209,\N,\N,\N,\N,\N,\N,\N,\N,
46,2209,2013-5-31,\N,381,\N,\N,406,232,214,\N,\N,\N,\N,\N,\N,226,
46,3682,2013-5-6,\N,426,\N,\N,\N,\N,\N,\N,251,\N,253,298,\N,200,
47,469,2016-12-17,\N,\N,\N,289,\N,\N,\N,\N,\N,282,\N,\N,\N,\N,
47,3615,2013-7-12,\N,\N,201,\N,\N,\N,\N,\N,345,182,\N,289,\N,293,
47,6409,2013-10-5,\N,\N,\N,310,\N,361,\N,\N,283,278,\N,\N,357,274,
47,9131,2016-10-31,\N,\N,\N,\N,\N,\N,\N,269,\N,171,\N,\N,\N,\N,
47,1187,2014-10-19,\N,\N,\N,\N,\N,\N,\N,\N,\N,319,249,\N,\N,232,
47,1125,2016-1-24,\N,\N,374,\N,\N,\N,\N,161,\N,206,\N,\N,357,305,
47,1157,2015-8-22,\N,421,\N,\N,\N,\N,169,281,199,\N,\N,\N,434,276,
47,9920,2016-5-15,\N,\N,421,\N,176,441,\N,\N,\N,207,\N,\N,\N,\N,
47,3234,2013-11-4,\N,\N,\N,\N,\N,\N,\N,227,\N,182,\N,254,\N,\N,
47,5715,2013-12-26,\N,\N,\N,\N,232,\N,\N,\N,188,\N,258,\N,\N,297,
48,8080,2014-7-1,\N,\N,\N,250,\N,\N,\N,\N,\N,229,\N,310,\N,180,
48,5254,2017-3-15,\N,355,\N,\N,219,\N,\N,\N,\N,\N,259,\N,\N,\N,
48,1840,2015-6-10,\N,\N,370,\N,\N,351,190,\N,\N,\N,\N,\N,\N,\N,
48,1180,2016-10-15,\N,\N,386,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,211,
48,5187,2016-12-31,228,\N,\N,\N,\N,\N,\N,189,\N,298,285,\N,\N,\N,
48,4479,2016-12-23,\N,296,216,\N,\N,\N,\N,236,\N,185,\N,312,\N,265,
48,9532,2014-12-13,\N,\N,332,\N,\N,\N,\N,\N,\N,204,\N,294,\N,238,
48,8414,2014-4-4,\N,\N,\N,\N,\N,\N,\N,300,266,\N,258,\N,368,219,
48,8557,2012-12-7,\N,\N,368,\N,\N,\N,277,\N,\N,\N,\N,\N,\N,\N,
48,3899,2016-8-8,\N,336,\N,\N,\N,\N,\N,\N,\N,\N,232,\N,\N,309,
48,9558,2013-5-19,\N,198,346,369,207,\N,\N,\N,195,\N,\N,\N,\N,286,
48,4156,2015-7-24,\N,\N,191,270,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,
48,8477,2015-11-5,\N,\N,\N,\N,\N,353,\N,\N,\N,221,\N,\N,336,303,
49,323,2014-2-8,\N,\N,\N,300,\N,\N,\N,\N,\N,\N,\N,\N,414,260,
49,1495,2017-9-4,\N,\N,\N,\N,203,\N,\N,\N,\N,\N,254,\N,\N,\N,
49,1693,2014-5-13,\N,405,273,\N,369,\N,217,257,\N,\N,\N,\N,\N,257,
49,5041,2016-11-15,\N,161,322,\N,203,409,186,305,\N,\N,\N,\N,\N,\N,
49,5784,2014-10-24,\N,\N,\N,\N,\N,\N,\N,157,\N,225,\N,231,\N,249,
49,293,2015-5-13,\N,\N,253,\N,185,\N,\N,\N,274,\N,251,\N,\N,\N,
49,2260,2015-1-5,\N,\N,381,247,\N,\N,\N,\N,290,268,271,\N,\N,243,
49,7042,2016-9-2,\N,\N,\N,\N,\N,\N,209,251,\N,\N,289,\N,448,227,
50,5411,2017-6-19,\N,\N,307,\N,\N,\N,\N,\N,237,272,199,\N,397,249,
50,2583,2013-1-10,\N,\N,\N,\N,\N,\N,\N,\N,\N,207,\N,303,\N,\N,
50,9015,2013-6-17,\N,\N,\N,\N,\N,\N,\N,294,\N,277,249,\N,403,289,
50,5615,2017-5-29,\N,\N,334,\N,408,\N,\N,268,\N,\N,\N,\N,413,210,
50,4911,2017-4-9,\N,\N,\N,\N,\N,406,\N,209,\N,\N,\N,239,370,279,
50,7173,2014-6-28,\N,\N,194,\N,\N,\N,\N,\N,239,300,185,\N,\N,\N,
50,6581,2013-10-4,\N,\N,448,310,\N,\N,\N,\N,\N,\N,\N,\N,364,220,
50,1999,2015-2-24,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,216,\N,181,
50,1758,2017-3-15,\N,\N,\N,\N,\N,\N,417,\N,267,\N,293,\N,\N,275,
50,9467,2017-6-5,\N,\N,\N,\N,\N,\N,368,\N,298,\N,\N,\N,394,250,
50,5916,2016-10-18,\N,\N,321,\N,419,\N,202,\N,\N,\N,\N,\N,339,\N,
50,2412,2014-4-10,\N,\N,181,238,\N,401,210,\N,\N,\N,\N,\N,\N,\N,
50,3797,2015-12-5,\N,\N,199,\N,\N,397,\N,\N,289,\N,\N,\N,\N,274,
51,3062,2014-2-22,\N,409,\N,\N,\N,\N,166,\N,\N,\N,\N,\N,\N,\N,
51,191,2014-6-17,370,\N,\N,\N,206,\N,217,\N,265,\N,297,\N,\N,287,
51,1077,2015-5-7,\N,\N,220,\N,\N,\N,\N,\N,\N,265,\N,189,\N,279,
51,294,2017-6-14,\N,\N,\N,\N,\N,\N,442,\N,277,209,\N,\N,345,\N,
51,4507,2015-10-4,\N,\N,\N,313,\N,213,\N,\N,273,211,\N,\N,\N,\N,
51,1098,2014-12-8,\N,\N,395,\N,\N,184,\N,252,\N,228,\N,\N,\N,\N,
51,3632,2014-8-23,\N,\N,198,289,\N,206,\N,\N,\N,\N,\N,298,398,265,
51,8171,2014-7-10,\N,\N,394,302,\N,\N,\N,\N,285,\N,\N,\N,\N,317,
51,4427,2016-7-6,\N,\N,\N,\N,\N,\N,\N,\N,\N,210,292,288,\N,\N,
51,4217,2014-12-10,\N,\N,\N,\N,\N,171,\N,209,\N,\N,\N,\N,405,312,
51,3992,2017-9-16,\N,\N,\N,\N,\N,\N,\N,208,\N,\N,\N,273,\N,\N,
51,3392,2015-10-11,\N,\N,196,\N,\N,\N,\N,\N,\N,\N,\N,269,373,252,
51,7883,2014-4-16,\N,\N,\N,301,\N,\N,\N,213,262,286,\N,\N,\N,179,
51,671,2014-3-5,\N,\N,\N,\N,\N,226,\N,\N,257,208,\N,\N,409,\N,
52,2790,2017-3-4,\N,197,\N,\N,\N,433,\N,181,\N,314,\N,233,\N,243,
52,8603,2015-12-14,\N,\N,\N,277,\N,\N,\N,269,\N,272,280,\N,\N,\N,
52,1114,2015-8-30,\N,\N,225,\N,\N,\N,\N,301,\N,\N,\N,\N,\N,300,
52,5255,2013-1-23,\N,\N,\N,311,\N,\N,\N,208,\N,\N,289,304,\N,250,
52,2409,2015-9-10,\N,\N,\N,\N,\N,\N,205,212,\N,\N,\N,\N,386,\N,
52,1169,2014-8-13,\N,202,\N,\N,\N,\N,\N,\N,212,\N,\N,\N,\N,249,
52,2208,2015-8-17,\N,\N,384,\N,\N,\N,381,\N,\N,\N,\N,\N,428,\N,
52,1407,2013-9-21,\N,\N,452,293,\N,\N,\N,\N,\N,\N,\N,\N,370,219,
52,4244,2016-7-9,\N,\N,\N,\N,\N,\N,\N,152,\N,254,\N,\N,\N,\N,
52,8567,2016-7-17,\N,\N,181,370,\N,215,\N,\N,228,\N,\N,\N,\N,289,
52,5126,2015-1-11,\N,\N,380,296,\N,\N,\N,\N,267,\N,\N,\N,\N,325,
52,4709,2014-12-7,\N,\N,\N,257,\N,222,\N,189,299,268,\N,\N,438,\N,
52,1572,2015-10-13,\N,\N,\N,\N,183,319,\N,\N,\N,\N,286,\N,\N,245,
53,4621,2016-6-27,\N,\N,437,274,\N,\N,\N,220,289,271,\N,\N,401,\N,
53,3305,2017-4-13,\N,\N,\N,\N,\N,\N,\N,290,\N,\N,\N,313,\N,\N,
53,1415,2016-11-23,\N,\N,\N,\N,\N,\N,391,\N,\N,\N,\N,\N,385,265,
53,2581,2017-4-24,\N,172,\N,\N,\N,\N,187,260,199,\N,\N,\N,420,239,
53,9543,2015-6-18,\N,\N,\N,\N,\N,\N,\N,192,\N,324,\N,\N,\N,\N,
53,6747,2015-7-21,\N,\N,\N,\N,\N,\N,\N,\N,236,176,\N,257,\N,\N,
53,7240,2015-9-17,\N,399,317,\N,\N,\N,182,267,204,\N,\N,\N,\N,\N,
53,9256,2015-5-1,\N,\N,303,\N,\N,\N,\N,267,\N,\N,245,\N,\N,243,
53,5949,2014-5-16,\N,\N,456,\N,\N,\N,\N,272,\N,252,\N,\N,\N,\N,
